compound_id,molecule_hash,smiles,pre-selection_counts,target_replicate_1,target_replicate_2,target_replicate_3,input_count,selected_count,log2_enrichment_mean,log2_enrichment_ci_low,log2_enrichment_ci_high,prob_enriched
23,hash_23,CCCC,25.0,7.0,3.0,23.0,25,15,-0.34130784201130665,-1.2478459026222155,0.5652302185996021,0.23028203097724842
24,hash_24,CCCCC,15.0,4.0,3.0,25.0,15,12,0.06428373442007851,-1.0041009498037194,1.1326684186438762,0.5469381414972145
25,hash_25,CCCCCC,23.0,5.0,4.0,19.0,23,13,-0.42129359978742614,-1.3819147037414068,0.5393275041665544,0.19501328857884914
26,hash_26,CCCCCCC,23.0,7.0,6.0,22.0,23,17,-0.05091974200121059,-0.9399501804862684,0.838110696483847,0.4553093848697952
27,hash_27,CCCCCCCC,18.0,6.0,3.0,29.0,18,15,0.11816119525271467,-0.8506661279866848,1.086988518492114,0.5944639989988074
28,hash_28,CCCCCCCCC,17.0,5.0,3.0,23.0,17,13,0.0005643679985482155,-1.0180246467255254,1.0191533827226218,0.5004332329333974
29,hash_29,CCCCCCCCCC,24.0,7.0,7.0,37.0,24,21,0.183836329271551,-0.6487098314918555,1.0163824900349572,0.6674141189657475
30,hash_30,C,22.0,3.0,2.0,25.0,22,10,-0.7165167985500509,-1.7663294458598062,0.3332958487597042,0.09049514656105495
31,hash_31,CC,27.0,5.0,7.0,26.0,27,17,-0.27623288509724075,-1.1373532871190821,0.5848875169246004,0.2647650934663226
32,hash_32,CCC,18.0,2.0,4.0,17.0,18,9,-0.5783706419344335,-1.6986970658129383,0.5419557819440709,0.15580844604528954
33,hash_33,CCCC,22.0,6.0,6.0,25.0,22,17,0.011370000084617849,-0.8860039614030695,0.908743961572305,0.5099060502118449
34,hash_34,CCCCC,18.0,8.0,4.0,18.0,18,16,0.20743114820371641,-0.7454661802907905,1.1603284766982231,0.6651843670636393
35,hash_35,CCCCCC,21.0,4.0,4.0,27.0,21,13,-0.2939033382502493,-1.2706214205392885,0.6828147440387898,0.27767210824770683
36,hash_36,CCCCCCC,19.0,6.0,6.0,26.0,19,17,0.21620604429151158,-0.710663194899553,1.143075283482576,0.6762330335715081
37,hash_37,CCCCCCCC,18.0,5.0,5.0,21.0,18,14,0.023003125869631987,-0.9636128152793694,1.0096190670186331,0.518224085990632
38,hash_38,CCCCCCCCC,16.0,4.0,5.0,17.0,16,12,-0.024986218530923237,-1.0789467348125972,1.0289742977507503,0.48146988563823656
39,hash_39,CCCCCCCCCC,18.0,7.0,6.0,25.0,18,18,0.37093822578476376,-0.5546006967884495,1.296477148357977,0.7839244315280712
40,hash_40,C,20.0,5.0,5.0,19.0,20,14,-0.12384860575984602,-1.0892308455549218,0.8415336340352295,0.4007357328489439
41,hash_41,CC,19.0,6.0,2.0,30.0,19,14,-0.052290033736185536,-1.0278071044402792,0.923227036967908,0.4581646040323606
42,hash_42,CCC,24.0,7.0,4.0,25.0,24,16,-0.19469943267085915,-1.0912638477840066,0.7018649824422882,0.33518907809003196
43,hash_43,CCCC,14.0,3.0,2.0,34.0,14,12,0.1594418038031612,-0.9250997890175542,1.2439833966238765,0.6133803461657845
44,hash_44,CCCCC,27.0,5.0,6.0,22.0,27,15,-0.4495708937418552,-1.3436014762056887,0.44445968872197794,0.1621685028349502
45,hash_45,CCCCCC,16.0,10.0,4.0,15.0,16,17,0.45500628147837646,-0.5105272850571636,1.4205398480139162,0.8221605477655481
46,hash_46,CCCCCCC,19.0,5.0,8.0,31.0,19,19,0.37093822578476376,-0.5307642622951556,1.272640713864683,0.7899595717065127
47,hash_47,CCCCCCCC,19.0,2.0,6.0,17.0,19,11,-0.382419019974791,-1.4272767954046794,0.6624387554550972,0.23657944129673059
48,hash_48,CCCCCCCCC,24.0,6.0,7.0,27.0,24,18,-0.031192355089811812,-0.8986234641660292,0.8362387539864055,0.4719061084416617
49,hash_49,CCCCCCCCCC,20.0,4.0,7.0,33.0,20,18,0.22408649415528575,-0.6787834581525825,1.1269564464631538,0.6866760713540176
50,hash_50,C,20.0,4.0,4.0,30.0,20,14,-0.12384860575984602,-1.0892308455549218,0.8415336340352295,0.4007357328489439
51,hash_51,CC,15.0,5.0,9.0,28.0,15,20,0.7705669879462909,-0.17662794227538603,1.7177619181679675,0.9445857368897426
52,hash_52,CCC,28.0,6.0,3.0,23.0,28,14,-0.595959144196444,-1.5036999034200658,0.3117816150271775,0.09908629557968673
53,hash_53,CCCC,26.0,2.0,9.0,28.0,26,17,-0.2231165396471661,-1.090507127472319,0.6442740481779865,0.30707579240770444
54,hash_54,CCCCC,18.0,4.0,8.0,22.0,18,16,0.20743114820371641,-0.7454661802907905,1.1603284766982231,0.6651843670636393
55,hash_55,CCCCCC,21.0,4.0,7.0,30.0,21,17,0.0764705195359663,-0.8299291866982907,0.9828702257702231,0.565668470352809
56,hash_56,CCCCCCC,22.0,3.0,5.0,21.0,22,12,-0.46862249992468186,-1.4605185270011078,0.5232735271517439,0.17722626442766876
57,hash_57,CCCCCCCC,18.0,5.0,4.0,25.0,18,14,0.023003125869631987,-0.9636128152793694,1.0096190670186331,0.518224085990632
58,hash_58,CCCCCCCCC,23.0,5.0,2.0,16.0,23,10,-0.7788065406358793,-1.8214961820193283,0.2638831007475695,0.07160547322518485
59,hash_59,CCCCCCCCCC,23.0,9.0,6.0,25.0,23,20,0.17537101151570209,-0.6759134442806491,1.0266554673120531,0.6568080950061738
60,hash_60,C,21.0,10.0,6.0,31.0,21,22,0.43603874523611225,-0.41351093436474834,1.2855884248369727,0.8427846440698796
61,hash_61,CC,15.0,7.0,5.0,24.0,15,17,0.5442762344293782,-0.43698220844390057,1.5255346773026568,0.8615117437588344
62,hash_62,CCC,16.0,2.0,8.0,20.0,16,14,0.18651020345067934,-0.8258148613300529,1.1988352682314114,0.64098865047433
63,hash_63,CCCC,21.0,4.0,3.0,28.0,21,13,-0.2939033382502493,-1.2706214205392885,0.6828147440387898,0.27767210824770683
64,hash_64,CCCCC,20.0,8.0,7.0,18.0,20,19,0.29937965376110326,-0.5913485262613876,1.190107833783594,0.744974057576802
65,hash_65,CCCCCC,30.0,4.0,4.0,18.0,30,12,-0.9047620158740863,-1.8491307669316,0.039606735183427055,0.030206777664295692
66,hash_66,CCCCCCC,23.0,5.0,2.0,35.0,23,14,-0.3194158200289077,-1.2590551600043087,0.6202235199464932,0.2526226691701905
67,hash_67,CCCCCCCC,19.0,5.0,1.0,30.0,19,12,-0.2637864557177881,-1.2824445378692604,0.7548716264336841,0.3058872210962027
68,hash_68,CCCCCCCCC,19.0,4.0,5.0,31.0,19,15,0.042868035646897146,-0.9146542472066073,1.0003903185004013,0.5349611592255282
69,hash_69,CCCCCCCCCC,25.0,2.0,3.0,15.0,25,8,-1.1953213039354929,-2.30599052702905,-0.08465208084193576,0.01745732376205389
70,hash_70,C,26.0,8.0,5.0,28.0,26,19,-0.06838435815391393,-0.9088290156409843,0.7720602993331561,0.43664687330143304
71,hash_71,CC,15.0,5.0,9.0,26.0,15,19,0.6990084159226304,-0.25851386693087397,1.6565306987761346,0.9237574915725181
72,hash_72,CCC,27.0,4.0,5.0,28.0,27,15,-0.4495708937418552,-1.3436014762056887,0.44445968872197794,0.1621685028349502
73,hash_73,CCCC,24.0,3.0,8.0,28.0,24,17,-0.11063137697724647,-0.9919250161509718,0.7706622621964787,0.40282562219478757
74,hash_74,CCCCC,18.0,8.0,5.0,33.0,18,20,0.5177899574142418,-0.3850799948936263,1.4206599097221098,0.8694990881738501
75,hash_75,CCCCCC,13.0,3.0,4.0,30.0,13,13,0.37093822578476376,-0.7107000528118241,1.4525765043813514,0.7492566003519371
76,hash_76,CCCCCCC,19.0,4.0,8.0,32.0,19,18,0.29564506617894626,-0.6180533726419543,1.2093435049998464,0.7370198941748738
77,hash_77,CCCCCCCC,18.0,7.0,8.0,26.0,18,20,0.5177899574142418,-0.3850799948936263,1.4206599097221098,0.8694990881738501
78,hash_78,CCCCCCCCC,18.0,3.0,4.0,14.0,18,10,-0.4363875947373396,-1.5216021423491324,0.6488269528744528,0.21530660832289716
79,hash_79,CCCCCCCCCC,18.0,3.0,4.0,31.0,18,13,-0.07887465388888644,-1.0854936639724866,0.9277443561947134,0.43897243822778365
80,hash_80,C,16.0,8.0,10.0,33.0,16,25,0.9939143406298324,0.10442111877092675,1.8834075624887379,0.9857397630976756
81,hash_81,CC,27.0,4.0,6.0,29.0,27,16,-0.36030094079085345,-1.2370435591101465,0.5164416775284395,0.21027853542390895
82,hash_82,CCC,25.0,6.0,10.0,23.0,25,21,0.12649787288210526,-0.6984285184326858,0.9514242641968962,0.6181210054870612
83,hash_83,CCCC,19.0,5.0,4.0,28.0,19,15,0.042868035646897146,-0.9146542472066073,1.0003903185004013,0.5349611592255282
84,hash_84,CCCCC,10.0,3.0,3.0,15.0,10,9,0.22895517858766978,-1.0265127075769593,1.4844230647522987,0.6396156407814844
85,hash_85,CCCCCC,19.0,2.0,5.0,24.0,19,12,-0.2637864557177881,-1.2824445378692604,0.7548716264336841,0.3058872210962027
86,hash_86,CCCCCCC,16.0,7.0,3.0,24.0,16,15,0.281668272833762,-0.71332790992736,1.2766644555948836,0.7104965686867394
87,hash_87,CCCCCCCC,18.0,2.0,5.0,23.0,18,12,-0.18849329611197058,-1.2177851635755919,0.8407985713516506,0.35982505757484107
88,hash_88,CCCCCCCCC,21.0,6.0,3.0,24.0,21,14,-0.19202555849173084,-1.1481151966209289,0.7640640796374669,0.3469203125159044
89,hash_89,CCCCCCCCCC,14.0,4.0,7.0,34.0,14,18,0.7188733256998956,-0.2677426154491057,1.7054892668488968,0.9233654862517698
90,hash_90,C,21.0,5.0,6.0,20.0,21,15,-0.09686748910864813,-1.0345896030976012,0.8408546248803046,0.41977624119119183
91,hash_91,CC,27.0,9.0,6.0,27.0,27,20,-0.0499421315803281,-0.8720360744517092,0.7721518112910527,0.4526108870286071
92,hash_92,CCC,20.0,2.0,3.0,22.0,20,9,-0.7252223735639116,-1.8268952604150073,0.3764505132871836,0.09848567045688805
93,hash_93,CCCC,24.0,5.0,5.0,21.0,24,14,-0.3791274550049436,-1.3114500639362843,0.5531951539263968,0.2127208318588285
94,hash_94,CCCCC,21.0,3.0,3.0,23.0,21,11,-0.5221545447303363,-1.5488977510770936,0.5045886616164209,0.15944345422079342
95,hash_95,CCCCCC,18.0,7.0,5.0,24.0,18,17,0.2914992038973291,-0.647044373488855,1.230042781283513,0.7286512253455403
96,hash_96,CCCCCCC,24.0,4.0,10.0,33.0,24,21,0.183836329271551,-0.6487098314918555,1.0163824900349572,0.6674141189657475
97,hash_97,CCCCCCCC,25.0,11.0,4.0,20.0,25,19,-0.013237651873440035,-0.8606039895248238,0.8341286857779434,0.4877867836532169
98,hash_98,CCCCCCCCC,30.0,10.0,3.0,27.0,30,18,-0.34533049397735194,-1.1753984952550565,0.48473750730035237,0.20742242196393557
99,hash_99,CCCCCCCCCC,24.0,1.0,2.0,26.0,24,8,-1.1379828475460472,-2.2543231549082288,-0.021642540183865577,0.02286039569491516
100,hash_100,C,20.0,3.0,8.0,26.0,20,16,0.06057941657423841,-0.870315406826556,0.9914742399750325,0.5507465307839028
101,hash_101,CC,21.0,3.0,6.0,29.0,21,15,-0.09686748910864813,-1.0345896030976012,0.8408546248803046,0.41977624119119183
102,hash_102,CCC,23.0,3.0,12.0,22.0,23,19,0.1038124394920416,-0.7589481941739994,0.9665730731580824,0.5932194159823199
103,hash_103,CCCC,22.0,6.0,5.0,22.0,22,15,-0.1619680085599966,-1.090968741798926,0.7670327246789328,0.3662835104036255
104,hash_104,CCCCC,27.0,2.0,1.0,23.0,27,8,-1.3035843556660414,-2.404068590070006,-0.20310012126207733,0.010124935740862706
105,hash_105,CCCCCC,20.0,3.0,4.0,26.0,20,12,-0.3353450277414486,-1.3443017175994312,0.6736116621165337,0.2573846284810949
106,hash_106,CCCCCCC,23.0,4.0,6.0,33.0,23,17,-0.05091974200121059,-0.9399501804862684,0.838110696483847,0.4553093848697952
107,hash_107,CCCCCCCC,21.0,7.0,3.0,19.0,21,14,-0.19202555849173084,-1.1481151966209289,0.7640640796374669,0.3469203125159044
108,hash_108,CCCCCCCCC,13.0,6.0,3.0,23.0,13,14,0.4728160055432822,-0.5902317589494674,1.5358637700360314,0.8083251614810366
109,hash_109,CCCCCCCCCC,19.0,1.0,8.0,22.0,19,13,-0.15416781349470396,-1.149910938686866,0.8415753116974578,0.38077151769350515
110,hash_110,C,20.0,3.0,5.0,22.0,20,12,-0.3353450277414486,-1.3443017175994312,0.6736116621165337,0.2573846284810949
111,hash_111,CC,24.0,4.0,4.0,29.0,24,14,-0.3791274550049436,-1.3114500639362843,0.5531951539263968,0.2127208318588285
112,hash_112,CCC,21.0,3.0,6.0,23.0,21,14,-0.19202555849173084,-1.1481151966209289,0.7640640796374669,0.3469203125159044
113,hash_113,CCCC,22.0,2.0,7.0,30.0,22,15,-0.1619680085599966,-1.090968741798926,0.7670327246789328,0.3662835104036255
114,hash_114,CCCCC,20.0,4.0,5.0,24.0,20,14,-0.12384860575984602,-1.0892308455549218,0.8415336340352295,0.4007357328489439
115,hash_115,CCCCCC,27.0,6.0,6.0,24.0,27,17,-0.27623288509724075,-1.1373532871190821,0.5848875169246004,0.2647650934663226
116,hash_116,CCCCCCC,20.0,4.0,2.0,28.0,20,12,-0.3353450277414486,-1.3443017175994312,0.6736116621165337,0.2573846284810949
117,hash_117,CCCCCCCC,21.0,5.0,4.0,21.0,21,13,-0.2939033382502493,-1.2706214205392885,0.6828147440387898,0.27767210824770683
118,hash_118,CCCCCCCCC,18.0,7.0,2.0,16.0,18,12,-0.18849329611197058,-1.2177851635755919,0.8407985713516506,0.35982505757484107
119,hash_119,CCCCCCCCCC,29.0,2.0,5.0,24.0,29,12,-0.8569289448246142,-1.805939801492717,0.09208191184348857,0.03838106999948265
120,hash_120,C,15.0,9.0,7.0,27.0,15,21,0.8387439406781757,-0.0989781733107773,1.7764660546671285,0.9602064140259469
121,hash_121,CC,20.0,5.0,7.0,14.0,20,15,-0.02869053637676334,-0.9758854665984402,0.9185043938449133,0.47632977374197216
122,hash_122,CCC,22.0,8.0,2.0,18.0,22,14,-0.2571260779430793,-1.2046634098897306,0.6904112540035717,0.2974112450861969
123,hash_123,CCCC,24.0,4.0,4.0,31.0,24,14,-0.3791274550049436,-1.3114500639362843,0.5531951539263968,0.2127208318588285
124,hash_124,CCCCC,22.0,5.0,7.0,17.0,22,15,-0.1619680085599966,-1.090968741798926,0.7670327246789328,0.3662835104036255
125,hash_125,CCCCCC,26.0,5.0,5.0,27.0,26,15,-0.39645454829178056,-1.2965260829211276,0.5036169863375664,0.19398478190720536
126,hash_126,CCCCCCC,17.0,6.0,4.0,26.0,17,15,0.19760021714014933,-0.7836582257331295,1.1788586600134279,0.6534628095016897
127,hash_127,CCCCCCCC,23.0,4.0,7.0,23.0,23,16,-0.13498779769482327,-1.0391583527075632,0.7691827573179164,0.3849093417038364
128,hash_128,CCCCCCCCC,19.0,6.0,5.0,27.0,19,16,0.1321379885978989,-0.8092630197708699,1.0735389969666675,0.6083828571980419
129,hash_129,CCCCCCCCCC,21.0,6.0,2.0,25.0,21,13,-0.2939033382502493,-1.2706214205392885,0.6828147440387898,0.27767210824770683
130,hash_130,C,18.0,6.0,5.0,25.0,18,16,0.20743114820371641,-0.7454661802907905,1.1603284766982231,0.6651843670636393
131,hash_131,CC,13.0,5.0,6.0,30.0,13,17,0.7413120835709793,-0.27727693115309415,1.7599010982950527,0.9231277368236639
132,hash_132,CCC,19.0,1.0,6.0,23.0,19,12,-0.2637864557177881,-1.2824445378692604,0.7548716264336841,0.3058872210962027
133,hash_133,CCCC,19.0,3.0,2.0,22.0,19,9,-0.653663801540251,-1.7642284488913926,0.4569008458108904,0.12433022818711947
134,hash_134,CCCCC,16.0,2.0,5.0,23.0,16,12,-0.024986218530923237,-1.0789467348125972,1.0289742977507503,0.48146988563823656
135,hash_135,CCCCCC,20.0,11.0,5.0,22.0,20,20,0.37093822578476376,-0.5086787387872254,1.2505551903567527,0.7957468775671717
136,hash_136,CCCCCCC,28.0,8.0,5.0,23.0,28,18,-0.2480240442813123,-1.088978601807777,0.5929305132451522,0.2816134103004361
137,hash_137,CCCCCCCC,17.0,5.0,5.0,34.0,17,17,0.37093822578476376,-0.5804322573119781,1.3223087088815055,0.7776222840574276
138,hash_138,CCCCCCCCC,20.0,0.0,2.0,27.0,20,7,-1.0594823887098541,-2.2548906846579166,0.1359259072382082,0.04118449692477444
139,hash_139,CCCCCCCCCC,15.0,2.0,8.0,20.0,15,14,0.2757801564016811,-0.7515538206411134,1.3031141334444754,0.7006037448302432
140,hash_140,C,18.0,4.0,8.0,29.0,18,18,0.37093822578476376,-0.5546006967884495,1.296477148357977,0.7839244315280712
141,hash_141,CC,22.0,1.0,7.0,31.0,22,14,-0.2571260779430793,-1.2046634098897306,0.6904112540035717,0.2974112450861969
142,hash_142,CCC,12.0,2.0,4.0,28.0,12,12,0.37093822578476376,-0.7525657571434297,1.494442208712957,0.7412181544791034
143,hash_143,CCCC,24.0,6.0,7.0,22.0,24,17,-0.11063137697724647,-0.9919250161509718,0.7706622621964787,0.40282562219478757
144,hash_144,CCCCC,23.0,5.0,8.0,26.0,23,18,0.028519279886224068,-0.8467711696778404,0.9038097294502883,0.5254594731567315
145,hash_145,CCCCCC,26.0,7.0,6.0,21.0,26,17,-0.2231165396471661,-1.090507127472319,0.6442740481779865,0.30707579240770444
146,hash_146,CCCCCCC,19.0,7.0,5.0,26.0,19,17,0.21620604429151158,-0.710663194899553,1.143075283482576,0.6762330335715081
147,hash_147,CCCCCCCC,19.0,7.0,3.0,20.0,19,14,-0.052290033736185536,-1.0278071044402792,0.923227036967908,0.4581646040323606
148,hash_148,CCCCCCCCC,15.0,8.0,3.0,18.0,15,15,0.37093822578476376,-0.6393243476645627,1.3812007992340898,0.7641267237891229
149,hash_149,CCCCCCCCCC,13.0,6.0,2.0,27.0,13,13,0.37093822578476376,-0.7107000528118241,1.4525765043813514,0.7492566003519371
150,hash_150,C,29.0,3.0,5.0,20.0,29,12,-0.8569289448246142,-1.805939801492717,0.09208191184348857,0.03838106999948265
151,hash_151,CC,18.0,1.0,4.0,19.0,18,9,-0.5783706419344335,-1.6986970658129383,0.5419557819440709,0.15580844604528954
152,hash_152,CCC,18.0,4.0,6.0,29.0,18,16,0.20743114820371641,-0.7454661802907905,1.1603284766982231,0.6651843670636393
153,hash_153,CCCC,24.0,4.0,3.0,15.0,24,10,-0.8385181756119152,-1.8746190616956397,0.19758271047180898,0.05634673324357531
154,hash_154,CCCCC,23.0,4.0,3.0,19.0,23,11,-0.6495448062675132,-1.66098749118377,0.36189787864874334,0.10407265685655842
155,hash_155,CCCCCC,20.0,4.0,10.0,26.0,20,19,0.29937965376110326,-0.5913485262613876,1.190107833783594,0.744974057576802
156,hash_156,CCCCCCC,20.0,10.0,1.0,22.0,20,15,-0.02869053637676334,-0.9758854665984402,0.9185043938449133,0.47632977374197216
157,hash_157,CCCCCCCC,21.0,3.0,7.0,32.0,21,16,-0.007597536157646389,-0.9288519524079348,0.9136568800926419,0.4935518899796274
158,hash_158,CCCCCCCCC,20.0,2.0,4.0,34.0,20,13,-0.22572638551836446,-1.2115426387035688,0.7600898676668397,0.3267948296734282
159,hash_159,CCCCCCCCCC,19.0,2.0,12.0,25.0,19,19,0.37093822578476376,-0.5307642622951556,1.272640713864683,0.7899595717065127
160,hash_160,C,23.0,4.0,4.0,27.0,23,13,-0.42129359978742614,-1.3819147037414068,0.5393275041665544,0.19501328857884914
161,hash_161,CC,26.0,4.0,4.0,22.0,26,12,-0.7031090396564658,-1.6679635020608004,0.2617454227478685,0.07660771898301921
162,hash_162,CCC,16.0,8.0,2.0,30.0,16,16,0.37093822578476376,-0.6085536527450953,1.3504301043146225,0.7710313539644442
163,hash_163,CCCC,31.0,5.0,4.0,26.0,31,14,-0.7395636367410823,-1.6326299300242684,0.1535026565421037,0.052286145858915556
164,hash_164,CCCCC,17.0,11.0,4.0,23.0,17,20,0.5972289793016764,-0.31896745173005614,1.5134254103334088,0.8993075854666068
165,hash_165,CCCCCC,14.0,4.0,6.0,22.0,14,14,0.37093822578476376,-0.6731880757040334,1.4150645272735607,0.7568796391268233
166,hash_166,CCCCCCC,24.0,4.0,8.0,21.0,24,16,-0.19469943267085915,-1.0912638477840066,0.7018649824422882,0.33518907809003196
167,hash_167,CCCCCCCC,21.0,6.0,3.0,27.0,21,14,-0.19202555849173084,-1.1481151966209289,0.7640640796374669,0.3469203125159044
168,hash_168,CCCCCCCCC,22.0,2.0,4.0,23.0,22,11,-0.5872550641816847,-1.6060392469572997,0.43152911859393006,0.1292851345746201
169,hash_169,CCCCCCCCCC,18.0,2.0,2.0,22.0,18,8,-0.7358522666714715,-1.8979199282326555,0.4262153948897123,0.1072841241399185
170,hash_170,C,18.0,3.0,3.0,18.0,18,10,-0.4363875947373396,-1.5216021423491324,0.6488269528744528,0.21530660832289716
171,hash_171,CC,20.0,4.0,3.0,20.0,20,11,-0.45397759199845145,-1.4893794871835802,0.581424303186677,0.1950718290936051
172,hash_172,CCC,23.0,2.0,7.0,24.0,23,14,-0.3194158200289077,-1.2590551600043087,0.6202235199464932,0.2526226691701905
173,hash_173,CCCC,18.0,4.0,8.0,29.0,18,18,0.37093822578476376,-0.5546006967884495,1.296477148357977,0.7839244315280712
174,hash_174,CCCCC,22.0,8.0,4.0,23.0,22,17,0.011370000084617849,-0.8860039614030695,0.908743961572305,0.5099060502118449
175,hash_175,CCCCCC,23.0,6.0,4.0,24.0,23,15,-0.22425775064582504,-1.1452015362024124,0.696686034910762,0.31658560253258194
176,hash_176,CCCCCCC,21.0,3.0,3.0,33.0,21,13,-0.2939033382502493,-1.2706214205392885,0.6828147440387898,0.27767210824770683
177,hash_177,CCCCCCCC,31.0,3.0,1.0,33.0,31,11,-1.0696926229796877,-2.038021916061214,-0.10136332989816144,0.015188857129695421
178,hash_178,CCCCCCCCC,21.0,5.0,8.0,21.0,21,17,0.0764705195359663,-0.8299291866982907,0.9828702257702231,0.565668470352809
179,hash_179,CCCCCCCCCC,18.0,2.0,2.0,21.0,18,8,-0.7358522666714715,-1.8979199282326555,0.4262153948897123,0.1072841241399185
180,hash_180,C,18.0,9.0,4.0,33.0,18,20,0.5177899574142418,-0.3850799948936263,1.4206599097221098,0.8694990881738501
181,hash_181,CC,22.0,2.0,4.0,20.0,22,10,-0.7165167985500509,-1.7663294458598062,0.3332958487597042,0.09049514656105495
182,hash_182,CCC,18.0,3.0,4.0,20.0,18,11,-0.3071258603689735,-1.3623534334405496,0.7481017127026024,0.2841859233998829
183,hash_183,CCCC,18.0,4.0,6.0,21.0,18,14,0.023003125869631987,-0.9636128152793694,1.0096190670186331,0.518224085990632
184,hash_184,CCCCC,19.0,11.0,6.0,31.0,19,23,0.638064012077486,-0.22469662158855497,1.5008246457435268,0.9264027699183311
185,hash_185,CCCCCC,18.0,10.0,7.0,19.0,18,21,0.5859669101461266,-0.306960118231151,1.478893938523404,0.9008116639470161
186,hash_186,CCCCCCC,23.0,4.0,4.0,21.0,23,12,-0.5309122420105102,-1.5152662547146933,0.45344177069367264,0.14523106412562226
187,hash_187,CCCCCCCC,16.0,3.0,2.0,23.0,16,10,-0.27288051715629225,-1.3815200599303408,0.8357590256177558,0.31475185501689373
188,hash_188,CCCCCCCCC,26.0,5.0,4.0,25.0,26,14,-0.49161261767486325,-1.4108043281053573,0.4275790927556306,0.14726164094463012
189,hash_189,CCCCCCCCCC,23.0,2.0,6.0,23.0,23,13,-0.42129359978742614,-1.3819147037414068,0.5393275041665544,0.19501328857884914
190,hash_190,C,19.0,6.0,3.0,22.0,19,13,-0.15416781349470396,-1.149910938686866,0.8415753116974578,0.38077151769350515
191,hash_191,CC,18.0,5.0,9.0,22.0,18,18,0.37093822578476376,-0.5546006967884495,1.296477148357977,0.7839244315280712
192,hash_192,CCC,13.0,3.0,0.0,27.0,13,8,-0.2860393869978213,-1.513663427292724,0.9415846532970813,0.3239518370629202
193,hash_193,CCCC,14.0,7.0,5.0,32.0,14,18,0.7188733256998956,-0.2677426154491057,1.7054892668488968,0.9233654862517698
194,hash_194,CCCCC,19.0,7.0,5.0,30.0,19,18,0.29564506617894626,-0.6180533726419543,1.2093435049998464,0.7370198941748738
195,hash_195,CCCCCC,17.0,5.0,2.0,25.0,17,12,-0.10905427422453592,-1.1500554739748634,0.9319469255257913,0.41865952730730893
